date,trade_num,sub_trade,strategy_slice,entry_price,exit_price,return_pct,exit_reason,is_win
2018-01-02,1,1,1_Open_Auction_Pulse,10477.5498046875,10490.020166015625,0.10901982391480103,TAKE_PROFIT,True
2018-01-02,2,2,2_Liquidity_Dip_T1,10469.23623046875,10485.86337890625,0.1488191160412311,TAKE_PROFIT,True
2018-01-02,3,3,3_Support_Absorb_T2,10460.92265625,10477.5498046875,0.14894533382831976,TAKE_PROFIT,True
2018-01-02,4,4,4_Midday_Expansion,10485.86337890625,10435.98193359375,-0.48570184266221283,STOP_LOSS,False
2018-01-02,5,5,5_Closing_Auction_MOC,10459.875,10468.18857421875,0.06948062685978473,TAKE_PROFIT,True
2018-01-03,6,1,1_Open_Bear_Reversal,10482.650390625,10470.180029296875,0.10910359987346019,TAKE_PROFIT,True
2018-01-03,7,2,2_Rally_Fade_T1,10490.96396484375,10474.33681640625,0.1487417774407962,TAKE_PROFIT,True
2018-01-03,8,3,3_Resistance_Fade_T2,10499.2775390625,10482.650390625,0.1486158826051287,TAKE_PROFIT,True
2018-01-03,9,4,4_Afternoon_Drift,10474.33681640625,10457.70966796875,0.14899416760849493,TAKE_PROFIT,True
2018-01-03,10,5,5_Close_De-risk_MOC,10462.92529296875,10443.2001953125,0.1788798192828167,TAKE_PROFIT,True
2018-01-04,11,1,1_Open_Bear_Reversal,10469.400390625,10456.930029296875,0.10925451631775718,TAKE_PROFIT,True
2018-01-04,12,2,2_Rally_Fade_T1,10477.71396484375,10461.08681640625,0.14894283958548526,TAKE_PROFIT,True
2018-01-04,13,3,3_Resistance_Fade_T2,10486.0275390625,10469.400390625,0.14881662575814025,TAKE_PROFIT,True
2018-01-04,14,4,4_Afternoon_Drift,10461.08681640625,10444.45966796875,0.1491958700218221,TAKE_PROFIT,True
2018-01-04,15,5,5_Close_De-risk_MOC,10487.10009765625,10478.7865234375,0.06933718470316541,TAKE_PROFIT,True
2018-01-05,16,1,1_Open_Bear_Reversal,10534.25,10521.779638671875,0.10851950674097721,TAKE_PROFIT,True
2018-01-05,17,2,2_Rally_Fade_T1,10542.56357421875,10525.93642578125,0.14796360309354717,TAKE_PROFIT,True
2018-01-05,18,3,3_Resistance_Fade_T2,10550.8771484375,10534.25,0.14783893905592094,TAKE_PROFIT,True
2018-01-05,19,4,4_Afternoon_Drift,10525.93642578125,10558.849609375,-0.3217118323621826,EOD_CLOSE,False
2018-01-05,20,5,5_Close_De-risk_MOC,10546.5498046875,10538.23623046875,0.0688896171705966,TAKE_PROFIT,True
2018-01-08,21,1,1_Open_Bear_Reversal,10591.7001953125,10623.599609375,-0.3102693553543767,EOD_CLOSE,False
2018-01-08,22,2,2_Rally_Fade_T1,10600.01376953125,10623.599609375,-0.23201363672381678,EOD_CLOSE,False
2018-01-08,23,3,3_Resistance_Fade_T2,10608.32734375,10591.7001953125,0.14698280852829426,TAKE_PROFIT,True
2018-01-08,24,4,4_Afternoon_Drift,10583.38662109375,10623.599609375,-0.38852507398493663,EOD_CLOSE,False
2018-01-08,25,5,5_Close_De-risk_MOC,10607.64990234375,10599.336328125,0.06843485630971702,TAKE_PROFIT,True
2018-01-09,26,1,1_Open_Bear_Reversal,10645.099609375,10632.629248046875,0.10728389128602411,TAKE_PROFIT,True
2018-01-09,27,2,2_Rally_Fade_T1,10653.41318359375,10636.78603515625,0.1463174100009501,TAKE_PROFIT,True
2018-01-09,28,3,3_Resistance_Fade_T2,10659.150390625,10642.5232421875,0.14623314188863978,TAKE_PROFIT,True
2018-01-09,29,4,4_Afternoon_Drift,10636.78603515625,10620.15888671875,0.1465621438893494,TAKE_PROFIT,True
2018-01-09,30,5,5_Close_De-risk_MOC,10641.0498046875,10632.73623046875,0.06818847414766682,TAKE_PROFIT,True
2018-01-10,31,1,1_Open_Bear_Reversal,10652.0498046875,10639.579443359375,0.10720727679616071,TAKE_PROFIT,True
2018-01-10,32,2,2_Rally_Fade_T1,10655.5,10638.8728515625,0.14628674831900113,TAKE_PROFIT,True
2018-01-10,33,3,3_Resistance_Fade_T2,10655.5,10638.8728515625,0.14628674831900113,TAKE_PROFIT,True
2018-01-10,34,4,4_Afternoon_Drift,10643.73623046875,10627.10908203125,0.1464597512752952,TAKE_PROFIT,True
2018-01-10,35,5,5_Close_De-risk_MOC,10642.125,10632.2001953125,0.08334666865918883,TAKE_PROFIT,True
2018-01-11,36,1,1_Open_Bear_Reversal,10637.0498046875,10624.579443359375,0.10737275244263489,TAKE_PROFIT,True
2018-01-11,37,2,2_Rally_Fade_T1,10645.36337890625,10628.73623046875,0.14643579892250513,TAKE_PROFIT,True
2018-01-11,38,3,3_Resistance_Fade_T2,10653.676953125,10637.0498046875,0.14631353375982203,TAKE_PROFIT,True
2018-01-11,39,4,4_Afternoon_Drift,10628.73623046875,10651.2001953125,-0.22090547949362824,EOD_CLOSE,False
2018-01-11,40,5,5_Close_De-risk_MOC,10644.125,10635.81142578125,0.06816586704985084,TAKE_PROFIT,True
